year,event_id,event_title,date,region,description,agreement,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
2017,1055,Пикет за антиглобализм,2017-07-20,Москва,"На Красной площади за фотографирование с лозунгом в поддержку антиглобалистов задержана активистка «Левого блока» Надежда Мир. 
У активистки был плакат «Солидарность без границ!».",-,одиночный пикет,политический протест,внешняя политика,поддержка антиглобалистов,активистский протест,Левый блок,1,Китай-город,Красная площадь,https://ovdinfo.org/express-news/2017/07/20/v-moskve-za-fotografirovanie-s-lozungom-zaderzhana-aktivistka-levogo-bloka
2017,1056,Агитация в поддержку Навального,2017-07-20,Москва,В Москве задержали двоих волонтеров предвыборного штаба Навального Анастасию Буданову и Марию Токареву. Они гуляли по Арбату с шариком «Навальный 20!8» и раздавали прохожим агитационные газеты.,-,агитация,политический протест,против власти,агитация в поддержку Навального,институциональный протест,штабы Навального,2,Арбат,Арбат,https://ovdinfo.org/express-news/2017/07/20/v-moskve-zaderzhali-dvuh-volonterov-shtaba-navalnogo
2017,1057,"Агитация в поддержку Навального
",2017-07-20,Москва,В Москве задержаны двое волонтеров штаба Навального — Никита Холодилкин и несовершеннолетний активист. Они раздавали листовки в рамках предвыборной компании Навального.,-,агитация,политический протест,против власти,агитация в поддержку Навального,институциональный протест,штабы Навального,2,Измайлово,у станции метро «Партизанская»,https://ovdinfo.org/express-news/2017/07/22/v-moskve-za-razdachu-listovok-zaderzhany-dvoe-aktivistov
2017,1058,Агитация на шествии «За свободный интернет»,2017-07-23,Москва,"В Москве на шествии «За свободный интернет», который в настоящее время начинается на Страстном бульваре, задержали Григория Саксонова. К нему подошли несколько сотрудников полиции и увели его.
Задержан несовершеннолетний Руслан Иванов+ еще 1 человек (всего 3). По сообщению «Протестной Москвы», на входе на мероприятие полицейские изымали у некоторых участников шествия плакаты, в том числе и в поддержку Дмитрия Богатова, которого обвиняют в призывах к массовым беспорядкам и терроризму из-за анонимного поста о необходимости выйти на Красную площадь. Позднее стало известно, что полицейские закрыли входные рамки на мероприятие.",согласовано,в движении,политический протест,свобода слова,за свободный интернет,стихийный протест,"""""""ПАРНАС, «Демократический выбор», «Партия 5 декабря», Пиратская партия России, Либертарианская партия, общественная организация РосКомСвобода""""""",2,Тверской,Страстной бульвар,"https://ovdinfo.org/express-news/2017/07/23/na-shestvii-za-svobodnyy-internet-zaderzhali-molodogo-cheloveka-s-listovkami, https://ovdinfo.org/express-news/2017/07/23/zaderzhannogo-na-shestvii-za-svobodnyy-internet-grigoriya-saksonova"
2017,1059,Раздача листовок против войны в Сирии,2017-07-24,Москва,"Задержание активистки партии «Яблоко» Елены Лоскутовой
которая, раздавала листовки, призывающие вывести российские войска из Сирии. ",-,агитация,политический протест,внешняя политика,против войны в Сирии,институциональный протест,Яблоко,1,Китай-город,у станции метро «Театральная»,https://ovdinfo.org/express-news/2017/07/24/v-moskve-za-razdachu-listovok-protiv-voyny-v-sirii-zaderzhana-aktivistka
2017,1060,"Агитация в поддержку Навального
",2017-07-29,Санкт-Петербург,"В Санкт-Петербурге во время раздачи агитационных газет предвыборного штаба Алексея Навального задержаны Сергей Соснушкин, несовершеннолетний активист и еще одна девушка. 
Поводом для задержания стал воздушный шар с символикой предвыборной кампании Навального, который один из волонтеров привязал к руке. По мнению полицейских, активисты осуществляли «незаконную агитацию».",-,агитация,политический протест,против власти,агитация в поддержку Навального,институциональный протест,штабы Навального,3,Отдел полиции №28 Центрального района г.Санкт-Петербурга,у станций метро «Гостиный двор» и «Маяковская»,https://ovdinfo.org/express-news/2017/07/29/v-sankt-peterburge-zaderzhany-volontery-shtaba-navalnogo
2017,1061,"Пикет в поддержку журналиста Али Феруза
",2017-08-03,Москва,Москве у Администрации президента на пикете в поддержку журналиста Али Феруза задержали ЛГБТ-активиста Евгения Павловского +  задержан активист «Социалистической Альтернативы» Дмитрий Поротиков за раздачу листовок в поддержку журналиста Али Феруза + Марта Хромова и Айтен Якубова (фотографировались с листовками),-,одиночный пикет,локальный протест,миграционное законодательство,поддержка Али Феруза,стихийный протест,,4,Китай-город,у Администрации президента,https://ovdinfo.org/express-news/2017/08/03/na-pikete-v-podderzhku-zhurnalista-ali-feruza-zaderzhali-aktivista
2017,1062,Агитация в поддержку Навального,2017-08-06,Москва,"Двух человек задержали на Проспекте Мира за раздачу листовок в поддержку Навального, отпустили без протоколов, т.к. якобы хотели просто проверить документы.",-,агитация,политический протест,выборы,агитация в поддержку Навального,институциональный протест,штабы Навального,2,Алексеевский,Проспект Мира,https://ovdinfo.org/express-news/2017/08/06/v-moskve-zaderzhivali-dvuh-aktivistov-shtaba-navalnogo-razdavavshih-listovki
2017,1063,Слушания в суде по делу 26 марта,2017-08-07,Москва,"В Басманном районном суде судебные приставы задержали Ильдара Дадина и Ирину Яценко во время заседания по «Делу 26 марта» и составили протоколы за неисполнение законных требований пристава. Дадина задержали после того, как он начал кричать «Позор путинским фашистам».",-,акция,политический протест,политзаключенные,освобождение политзаключенных,активистский протест,,2,,Басманный районный суд,https://ovdinfo.org/express-news/2017/08/07/v-basmannom-sude-na-zasedanii-po-delu-26-marta-zaderzhali-ildara-dadina
2017,1064,Митинг и пикет ЛГБТ,2017-08-12,Санкт-Петербург,"В Петербурге на Марсовом поле сразу после завершения ЛГБТ-митинга полиция задержала девушку, которая встала в одиночный пикет с плакатом «Я люблю свою жену». Полиция перед этим запретила проведение шествия. После митинга на лбгт-активисток и журналистов напала группа молодых людей, они распылили перцовые баллоны.",-,одиночный пикет,групповой протест,гендерные права,лгбт-акция,стихийный протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Марсово поле,https://ovdinfo.org/express-news/2017/08/12/v-peterburge-po-zavershenii-lgbt-mitinga-zaderzhali-devushku-za-odinochnyy
2017,1065,Автопробег КПРФ,2017-08-12,Москва,"В Москве задержали 10 участников автопробега в поддержку КПРФ, в т.ч. кандидатов в мундепы, за нарушения правил проведения публичного мероприятия, всех отпустили без составления протоколов.",-,акция,политический протест,выборы,агитация на муниципальных выборах,институциональный протест,КПРФ,10,Дорогомилово,,https://ovdinfo.org/express-news/2017/08/12/v-moskve-zaderzhali-uchastnikov-avtoprobega-kprf
2017,1066,Съемка одиночного пикета,2017-08-19,Москва,"Задержали активиста движения «За жилье» во время съемки одиночного пикета у мэрии Москвы, для выяснения личности, несмотря на предъявление военного и студенческого билетов.",-,акция,локальный протест,жилье,против выселения,активистский протест,За жилье,1,Тверской,"Тверская, 13",https://ovdinfo.org/express-news/2017/08/19/uchastnika-dvizheniya-za-zhile-zaderzhali-za-semku-odinochnogo-piketa
2017,1067,Акция за свободу собраний,2017-08-22,Санкт-Петербург,"Возле городской администрации Петербурга двое активистов с фаерами развернули баннер «Теперь гайд-парк будет здесь», за день до этого Марсово поле убрали из списка гайд-парков",-,акция,политический протест,свобода собраний,за свободу собраний,активистский протест,Весна,2,Отдел полиции №76 Центрального района г.Санкт-Петербурга,"Смольный проезд, 1",https://ovdinfo.org/express-news/2017/08/22/v-sankt-peterburge-zaderzhali-aktivistov-dvizheniya-vesna
2017,1068,Акции в поддержку Кирилла Серебренникова,2017-08-23,Москва,"Внутри и возле здания
Басманного суда задерживали пять человек, которые пришли поддержать Кирилла Серебренникова. Некоторые из них пели песню «Перемен» Виктора Цоя. Режиссера в этот день отправили под домашний арест по делу «Седьмой студии» ",-,акция,политический протест,политзаключенные,в поддержку Серебренникова,активистский протест,,5,,Басманный районный суд,https://ovdinfo.org/express-news/2017/08/23/v-basmannom-sude-zaderzhivayut-prishedshih-v-sud-podderzhat-rezhissera
2017,1069,Агитация в поддержку Навального,2017-08-23,Москва,"У здания Басманного суда, где проходило заседание по делу Серебренникова, задержаны двое активистов Навального, они раздавали воздушные шары и газеты",-,агитация,политический протест,выборы,агитация в поддержку Навального,институциональный протест,штабы Навального,2,,Басманный районный суд,https://ovdinfo.org/express-news/2017/08/23/u-basmannogo-suda-zaderzhany-aktivisty-shtaba-alekseya-navalnogo
2017,1070,Борьба с привилегиями на дороге,2017-08-23,Москва,"Задержание видеоблогера после парковки авто на стоянке возле здания министерства транспорта. Его знакомого, который приехал в отдел, полицейский ударил прикладом автомата в грудь — сотруднику не понравилось, что он вел съемку в отделе. ",-,акция,политический протест,против власти,против привилегий на дороге,активистский протест,,1,Мещанский,"Рождественка, 1",https://ovdinfo.org/express-news/2017/08/23/v-moskve-zaderzhan-videobloger-iz-saratova-za-parkovku-vozle-zdaniya
2017,1071,Сход в честь Дня независимости Украины,2017-08-24,Санкт-Петербург,"На сходе в честь Дня независимости Украины полицейские задержали художницу Елену Осипову за плакат «Украина, прости! За вашу и нашу свободу».",-,собрание,политический протест,внешняя политика,мир с Украиной,активистский протест,,1,,у станции метро «Петроградская»,"https://ovdinfo.org/express-news/2017/08/25/na-akcii-v-chest-dnya-nezavisimosti-ukrainy-zaderzhali-hudozhnicu-elenu, http://www.trust.ua/news/145448-ukraina-prosti-za-vasu-i-nasu-svobodu-v-peterburge-policejskie-zaderzali-hudoznicu-blokadnicu-video.html"
2017,1072,Акция памяти «Демонстрации семерых»,2017-08-25,Москва,"На Красной площади задержан участник акции в память о выходе на Красную площадь 25 августа 1968 года против ввода советских войск в Чехословакию, державший плакат, остальных отпустили",-,собрание,политический протест,свобода собраний,в память о выходе на Красную площадь 25 августа 1968 года против ввода советских войск в Чехословакию,стихийный протест,,1,Китай-город,Красная площадь,https://ovdinfo.org/express-news/2017/08/25/v-moskve-zaderzhana-aktivistka-za-plakat-v-pamyat-o-vyhode-na-ploshchad-v
2017,1073,Агитационный куб КПРФ,2017-08-26,Москва,"В районе Некрасовка задержаны кандидаты в муниципальные депутаты от КПРФ на агитационном кубе: пикет префектура ЮВАО согласовала на другой улице, нежели значилось в заявке кандидатов, не сообщив им об этом",-,агитация,политический протест,выборы,агитация на муниципальных выборах,институциональный протест,КПРФ,2,Некрасовка,"Липчанского, 3",https://ovdinfo.org/express-news/2017/08/26/v-moskve-zaderzhivali-kandidatov-v-municipalnye-deputaty-ot-kprf
2017,1074,Митинг за свободный интернет,2017-08-26,Москва,"В Москве во время согласованного митинга за свободный интернет задержан член движения «Открытая Россия» и еще один человек, несколько активистов ЛГБТ, левых, активистов из колонны за Али Феруза.",согласовано,собрание,политический протест,свобода слова,за свободный интернет,стихийный протест,,18,"Басманный,Красносельский",проспект Сахарова,"https://ovdinfo.org/express-news/2017/08/26/v-moskve-na-akcii-za-svobodnyy-internet-zaderzhan-aktivist, https://ovdinfo.org/express-news/2017/08/26/iz-ovd-basmannyy-vypustili-vseh-zaderzhannyh-na-akcii-za-svobodnyy-internet"
2017,1075,Агитация в поддержку Навального на митинге за свободный интернет,2017-08-26,Санкт-Петербург,На несогласованной акции за свободный интернет задержали волонтера предвыборного штаба Алексея Навального за раздачу газет о выборах.,-,агитация,политический протест,выборы,агитация в поддержку Навального,активистский протест,,1,,Дворцовая площадь,https://ovdinfo.org/express-news/2017/08/26/v-sankt-peterburge-na-dvorcovoy-ploshchadi-aktivista-zaderzhali-za-razdachu
2017,1076,Проверка действий полиции,2017-08-28,Москва,Задержание активиста после вопроса полицейским о причинах проверки документов у людей на улице.,-,акция,политический протест,другое,против полицейского произвола,стихийный протест,,1,,у станции метро «Теплый Стан»,https://ovdinfo.org/express-news/2017/08/28/v-moskve-zaderzhali-aktivista-hotel-uznat-prichinu-proverki-dokumentov
2017,1077,Препятствие вырубке деревьев,2017-08-28,Москва,"Задержание местного жителя, который препятствовал вырубке деревьев рабочими без разрешительных документов.",-,акция,локальный протест,экология,против вырубки деревьев,стихийный протест,,1,Свиблово,"Лазоревый проезд, 2",https://ovdinfo.org/express-news/2017/08/28/v-sviblovo-policiya-zaderzhala-protivnika-vyrubki-derevev
2017,1078,Предвыборная агитация в жилом доме,2017-08-30,Москва,"Во время агитации в жилом доме задержан кандидат в муниципальные депутаты и активист, отпущены без протоколов.",-,агитация,политический протест,выборы,агитация на муниципальных выборах,институциональный протест,Солидарность,2,Красносельский,Красносельский район,"https://www.interfax.ru/moscow/577086, https://echo.msk.ru/news/2046688-echo.html, https://ovdinfo.org/express-news/2017/08/30/v-moskve-zaderzhali-kandidata-v-municipalnye-deputaty-petra-carkova"
2017,1079,Задержание кандидатов в муниципальные депутаты,2017-09-02,Москва,Кандидатов в муниципальные депутаты по району Печатники Юлию Живцову и Максима Мотина задержали во время установки агитационного куба.,-,агитация,локальный протест,выборы,агитация на муниципальных выборах,активистский протест,Юлия Живцова и Максим Мотин,2,Печатники,у станции метро «Печатники»,https://ovdinfo.org/express-news/2017/09/02/v-moskve-zaderzhany-kandidaty-v-municipalnye-deputaty-rayona-pechatniki
2017,1080,Марш мира (пикеты),2017-09-02,Санкт-Петербург,"В Петербурге задержан Кирилл Каптур, который снимал на видео участницу серии одиночных пикетов. Активисты приглашали прохожих прийти на Марш мира с Украиной. Задержали после того, как в кадр попал провокатор, который пожаловался полицейским на съемку. ",-,одиночный пикет,политический протест,внешняя политика,против войны,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая,https://ovdinfo.org/express-news/2017/09/02/v-peterburge-zaderzhan-muzhchina-kotoryy-snimal-odinochnyy-piket
2017,1081,Сход мусульман у посольства Мьянмы,2017-09-04,Москва,"Полиция задержала 20 участников несогласованной акции у посольства Мьянмы. Все собравшиеся — мусульмане. Они пришли к посольству, чтобы подписать письмо послу Мьянмы с призывом прекратить «геноцид мусульман».",-,собрание,политический протест,внешняя политика,преследования мусульман в Мьянме,стихийный протест,,20,,"у посольства Мьянмы, Большая Никитская, 41",https://ovdinfo.org/express-news/2017/09/04/policiya-zaderzhala-uchastnikov-akcii-u-posolstva-myanmy
2017,1082,Агитационный куб Дмитрия Гудкова,2017-09-05,Москва,Задержание активиста за листовки у агитационного куба в рамках предвыборной кампании Дмитрия Гудкова,-,агитация,политический протест,выборы,агитация на муниципальных выборах,институциональный протест,Дмитрий Гудков,1,Проспект Вернадского,Юго-Запад Москвы,https://ovdinfo.org/express-news/2017/09/05/v-moskve-zaderzhali-aktivista-predvybornoy-kampanii-dmitriya-gudkova-za
2017,1083,Проверка действий полиции,2017-09-06,Москва,"Активист, проверяющий работу полиции, заступился за человека, у которого полицейские проверяли документы.",-,акция,политический протест,другое,против полицейского произвола,стихийный протест,,1,,,https://ovdinfo.org/express-news/2017/09/07/policiya-v-moskve-zaderzhala-aktivista-evgeniya-antohina-provel-noch-v-ovd
2017,1084,Подготовка акции 17 сентября,2017-09-09,Москва,"Активисты планировали провести встречу для обсуждения акции в день народного достоинства 17 сентября. Задержали 8 активистов и 2 случайных прохожих, в том числе троих несовершеннолетних. Полицейские требовали пройти дактилоскопию. ",-,акция,политический протест,против власти,акция в день народного достоинства 17 сентября,институциональный протест,Ассоциация Народного Сопротивления (АНС),10,2-й отдел полиции УВД на Московском метрополитене,на станции метро «Речной Вокзал»,https://ovdinfo.org/express-news/2017/09/09/v-moskve-policiya-zaderzhala-storonnikov-associacii-narodnogo-soprotivleniya
2017,1085,Акция солидарности с мусульманами в Мьянме,2017-09-10,Санкт-Петербург,"Несогласованная акция солидарности с мусульманами в Мьянме. Не менее 139 человек доставлены в 4 ОВД Петербурга. На многих составили протоколы по статьям 20.1, 18.9 и 20.25 КоАП.",-,собрание,групповой протест,внешняя политика,поддержка мусульман в Мьянме,стихийный протест,,139,"Отдел полиции №10 Невского района г.Санкт-Петербурга,Отдел полиции №23 Невского района г.Санкт-Петербурга,Отдел полиции №25 Приморского района г.Санкт-Петербурга,Отдел полиции №28 Центрального района г.Санкт-Петербурга,Отдел полиции №32 Невского района г.Санкт-Петербурга,Отдел полиции №34 Приморского района г.Санкт-Петербурга,Отдел полиции №35 Приморского района г.Санкт-Петербурга,Отдел полиции №42 Красносельского района г.Санкт-Петербурга,Отдел полиции №44 Приморского района г.Санкт-Петербурга,Отдел полиции №45 Невского района г.Санкт-Петербурга,Отдел полиции №53 Приморского района г.Санкт-Петербурга,Отдел полиции №54 Красносельского района г.Санкт-Петербурга,Отдел полиции №70 Невского района г.Санкт-Петербурга,Отдел полиции №74 Красносельского района г.Санкт-Петербурга,Отдел полиции №76 Центрального района г.Санкт-Петербурга,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Отдел полиции №82 Красносельского района г.Санкт-Петербурга,Отдел полиции №84 Красносельского района г.Санкт-Петербурга,Отдел полиции №86 Приморского района г.Санкт-Петербурга,Отдел полиции №9 Красносельского района г.Санкт-Петербурга",Дворцовая площадь,"https://ovdinfo.org/express-news/2017/09/10/v-peterburge-zaderzhali-130-uchastnikov-akcii-v-podderzhku-musulman, https://ovdinfo.org/express-news/2017/09/10/v-peterburge-zaderzhali-neskolko-desyatkov-zhelayushchih-podderzhat-musulman"
2017,1086,Пикет за честные выборы,2017-09-10,Москва,Участники акции за честные выборы в костюмах оленя и рака с плакатами «Наши выборы» и «Всех поимели» задержаны у мэрии Москвы,-,акция,политический протест,выборы,за честные выборы,институциональный протест,Открытая Россия,2,Тверской,"у мэрии Москвы, Тверская, 13",https://ovdinfo.org/express-news/2017/09/10/aktivistov-otkrytoy-rossii-zaderzhali-u-merii-moskvy
2017,1087,Прогулка оппозиции,2017-09-10,Москва,"Задержаны участники традиционной прогулки «Новой оппозиции», у них не было с собой плакатов, листовок и других средств агитации",-,в движении,политический протест,против власти,против действующей власти,институциональный протест,Новая оппозиция,19,"Мещанский,Пресненский","Тверская, 21",https://ovdinfo.org/express-news/2017/09/10/v-moskve-zaderzhali-uchastnikov-progulki-novoy-oppozicii
2017,1088,Встреча волонтеров с Навальным,2017-09-12,Москва,"Задержание волонтера Навального с шаром «Н 2018» на подходе к месту встречи волонтеров и Навального, отпустили без протокола",-,культурно-просветительское мероприятие,политический протест,выборы,встреча волонтеров,институциональный протест,,1,Басманный,у Винзавода,https://ovdinfo.org/express-news/2017/09/12/na-eshche-ne-nachavsheysya-vstreche-s-navalnym-zaderzhali-devushku-s
2017,1089,Рейд против парковки на тротуаре,2017-09-12,Москва,"Задержание активистов, которые фиксировали на видео и пожаловались в ГИБДД на незаконную парковку на тротуаре рядом с «гаражом особого назначения»",-,акция,локальный протест,другое,против привилегий на дороге,активистский протест,Движение,2,Якиманка,Большой Каменный мост со стороны улицы Серафимовича,https://ovdinfo.org/express-news/2017/09/12/v-moskve-za-semku-garazha-osobogo-naznacheniya-zaderzhali-avtoaktivistov
2017,1090,"Одиночные пикеты в поддержку Али Феруза, широкой амнистии и защиту животных",2017-09-13,Москва,"Задержание активистов, проводивших на расстоянии не менее 50 метров друг от друга около ГД одиночные пикеты в поддержку Али Феруза, широкой амнистии и защиту животных. С ними задержали журналиста. Всех отпустили без протокола.",-,одиночный пикет,политический протест,экология,поддержка Али Феруза,активистский протест,,4,Тверской,"У здания Госдумы, Охотный ряд,1","https://ovdinfo.org/express-news/2017/09/13/v-moskve-zaderzhali-zoozashchitnikov-i-vystupavshih-v-, podderzhku-zhurnalista"
2017,1091,Пикеты за закон об ответственном отношении к животным,2017-09-14,Москва,Троих зоозащитников задержали во время суточной акции — серии одиночных пикетов в поддержку принятия закона об ответственном отношении к животным.,-,одиночный пикет,политический протест,экология,в поддержку закона о защите животных,активистский протест,,3,Тверской,"У здания Госдумы, Охотный ряд,1",https://ovdinfo.org/express-news/2017/09/14/v-moskve-u-zdaniya-gosdumy-zaderzhali-treh-zoozashchitnikov
2017,1092,Пикеты солидарности с французскими рабочими,2017-09-17,Москва,Двух активистов Революционной рабочей партии задержали за одиночные пикеты у посольства Франции в знак солидарности с бастующими французскими рабочими.,-,одиночный пикет,групповой протест,внешняя политика,поддержка французских рабочих,институциональный протест,Революционная рабочая партия,2,Якиманка,"у посольства Франции, Большая Якиманка, 45","https://ovdinfo.org/express-news/2017/09/17/v-moskve-u-posolstva-francii-zaderzhali-aktivistov-revolyucionnoy-rabochey, https://echo.msk.ru/news/2057058-echo.html"
2017,1093,Пикет против памятника Калашникову,2017-09-19,Москва,"Во время открытия памятника Калашникову задержали участника одиночного пикета, выступавшего против демонстрации военщины, против любой пропаганды военной мощи в России. У него был плакат «Конструктор оружия — конструктор смерти». Был задержан повторно у памятника без протокола.",-,одиночный пикет,политический протест,другое,антимилитаризм,стихийный протест,,1,Тверской,сквер на пересечении улиц Садовой-Каретной и Долгоруковской,"https://ovdinfo.org/express-news/2017/09/19/vo-vremya-otkrytiya-pamyatnika-kalashnikovu-zaderzhali-uchastnika, https://ovdinfo.org/express-news/2017/09/19/protivnika-otkrytiya-pamyatnika-kalashnikovu-zaderzhali-vtoroy-raz"
2017,1094,Пикет Веры Шиховой за сына-шахтера,2017-09-21,Москва,"Задержание на одиночном пикете у приемной президента в знак протеста против отсутствия у сына, пострадавшего в шахте, социальных гарантий, с требованием дать инвалидность и льготы.",-,одиночный пикет,локальный протест,здравоохранение,социальные гарантии шахтеру,активистский протест,Вера Шихова,1,Китай-город,"у приемной президента, ул. Ильинка, 23","https://ovdinfo.org/express-news/2017/09/21/v-moskve-vozle-priemnoy-prezidenta-zaderzhali-mat-shahtera-s-invalidnostyu, https://ovdinfo.org/story/protest-very-shihovoy"
2017,1095,Инсценировка нападения на Ляскина,2017-09-22,Санкт-Петербург,"Задержание несовершеннолетнего активиста, после инсценировки нападения на координатора московского штаба Навального Николая Ляскина. Полицейские заявили, что он спровоцировал ложный вызов в скорую помощь.",-,акция,политический протест,другое,инсценировка нападения,активистский протест,Весна,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2017/09/22/policiya-v-peterburge-zaderzhala-aktivista-vesny-inscenirovavshego-napadenie
2017,1096,Пикет в поддержку Али Феруза,2017-09-22,Москва,"Задержание гражданки Белоруссии во время серии одиночных пикетов в поддержку Али Феруза
",-,одиночный пикет,политический протест,миграционное законодательство,поддержка Али Феруза,стихийный протест,,1,Китай-город,"у администрации президента, Старая площадь, 6 ",https://ovdinfo.org/express-news/2017/09/22/u-administracii-prezidenta-zaderzhana-zhenshchina-za-piket-v-podderzhku
2017,1097,Акция «Антикапитализм 2017»,2017-09-23,Москва,"Активисты левых движений планировали провести в Москве шествие «Антикапитализм 2017», его не согласовали, полиция задерживает людей при подходе к началу предполагаемого шествия и при попытках пройти по бульварам.",-,в движении,политический протест,против власти,против капитализма,институциональный протест,Другая Россия,40,"Басманный,Красносельский,Мещанский,Пресненский,Тверской",Пушкинская площадь,"https://ovdinfo.org/news/2017/09/23/zaderzhaniya-na-shestvii-antikapitalizm-2017-v-moskve, https://ovdinfo.org/story/antikapitalizm-2017"
2017,1098,Агитация в поддержку Навального,2017-09-24,Москва,"Задержание двоих волонтеров штаба Навального, с их слов, они выходили из метро с агитационными листовками в руках, но не раздавали их",-,агитация,политический протест,выборы,агитация в поддержку Навального,институциональный протест,штабы Навального,2,Войковский,у станции метро «Войковская»,https://ovdinfo.org/express-news/2017/09/24/v-moskve-zaderzhali-volonterov-shtaba-navalnogo-za-listovki-kotorye-oni-ne
2017,1099,Пикет Веры Шиховой за сына-шахтера,2017-09-25,Москва,"У здания приемной президента РФ задержана мать шахтера с инвалидностью Вера Шихова, добивающаяся обеспечения социальных льгот для своего сына.",-,одиночный пикет,локальный протест,здравоохранение,социальные гарантии шахтеру,стихийный протест,Вера Шихова,1,Китай-город,"приемная президента, ул. Ильинка, 23","https://ovdinfo.org/express-news/2017/09/25/v-moskve-zaderzhali-mat-shahtera-s-invalidnostyu, https://ovdinfo.org/story/protest-very-shihovoy"
2017,1100,Митинг против цензуры в YouTube,2017-10-01,Москва,"В Москве во время митинга против цензуры в интернете у офиса YouTube задержали 20 человек, в том числе участников движения «Артподготовка».",-,собрание,политический протест,свобода слова,за свободный интернет,институциональный протест,Артподготовка,20,Замоскворечье," улица Балчуг, 7","https://ovdinfo.org/express-news/2017/10/01/zaderzhaniya-v-moskve-na-mitinge-protiv-cenzury-u-ofisa-youtube, https://ovdinfo.org/story/akciya-u-ofisa-google-1-oktyabrya-2017"
2017,1101,"Агитация в поддержку Навального
",2017-10-01,Санкт-Петербург,"В Петербурге задержали двух волонтеров предвыборного штаба Алексея Навального. Первого задержали после того, как он раздавал газеты в электричке, и на него пожаловался один из пассажиров. Второго задержали на Каменноостровском проспекте, где он раздавал листовки.",-,агитация,политический протест,выборы,агитация в поддержку Навального,институциональный протест,штабы Навального,2,"Отдел полиции №43 Петроградского района г.Санкт-Петербурга,Санкт-Петербург-Балтийский линейный отдел МВД России на транспорте","Балтийский вокзал, Каменноостровский проспект",https://ovdinfo.org/express-news/2017/10/01/v-peterburge-volonterov-shtaba-navalnogo-zaderzhivali-za-gazety-i-listovki
2017,1102,Митинг против невыплаченных зарплат,2017-10-01,Москва,"В Москве у здания правительства на митинге в поддержку рабочих кампании «Ингеоком», которым не выплачивают зарплаты, задержали 16 человек.",-,собрание,групповой протест,узкоэкономические требования,невыплата зарплат,стихийный протест,,16,Пресненский,"у Дома Правительства, Краснопресненская набережная, 2",https://ovdinfo.org/express-news/2017/10/01/v-moskve-na-mitinge-protiv-nevyplachennyh-zarplat-zaderzhali-16-chelovek
2017,1103,Пикет Веры Шиховой за сына-шахтера,2017-10-03,Москва,"В Москве у здания приемной президента задержали мать шахтера с инвалидностью Веру Шихову, которая добивается обеспечения социальных льгот для своего сына.",-,одиночный пикет,локальный протест,здравоохранение,социальные гарантии шахтеру,стихийный протест,Вера Шихова,1,Китай-город,"приемная президента, ул. Ильинка, 23",https://ovdinfo.org/express-news/2017/10/03/v-moskve-v-ocherednoy-raz-zaderzhali-mat-shahtera-s-invalidnostyu
2017,1104,Пикеты дольщиков ЖК «Терлецкий парк»,2017-10-04,Москва,"Задержание семерых участников одиночных пикетов обманутых дольщиков ЖК «Терлецкий Парк». Они стояли в 50 метрах друг от друга. В протоколах полицейские написали, что их неоднократно предупреждали, но пикетчики утверждают, что это неправда. ",-,одиночный пикет,групповой протест,жилье,протест дольщиков,стихийный протест,инициативная группа дольщиков ЖК «Терлецкий парк»,7,Тверской,"у мэрии Москвы, Тверская 13",https://ovdinfo.org/express-news/2017/10/04/na-tverskoy-zaderzhali-semeryh-uchastnikov-piketa-obmanutyh-dolshchikov
